title,author,isbn,available
The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,345436911,true
Le Divorce (William Abrahams Book),Diane Johnson,452284481,true
Valley of the Dolls: A Novel,Jacqueline Susann,802135196,true
Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,440217520,true
Comfortable Wife,Stephanie Laurens,373834985,true
I Was Amelia Earhart,Jane Mendelsohn,679450548,true
Summer Harvest,Madge Swindells,451135555,true
"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,345339703,true
Watership Down,Richard George Adams,038039586X,true
The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,670030643,true
As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,60929596,true
Herzsprung,Ildiko Kurthy,3499232871,true
Basin and Range,John McPhee,374516901,true
Breakfast of Champions,Kurt Vonnegut,440131480,true
The Art of Doing Nothing: Simple Ways to Make Time for Yourself,Veronique Vienne,609600745,true
Embers,SANDOR MARAI,375707425,true
Tom Clancys Power Plays 2. Tigerjagd.,Tom Clancy,3453151933,true
The  Garden of Ediacara,Mark A. S. McMenamin,231105592,true
Just Plain Cat,Nancy K Robinson,590317822,true
Way Out West Lives a Coyote Named Frank (Picture Puffins),Jillian Lund,014056232X,true
In My Father's House (Point),Ann Rinaldi,590447319,true
Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,440940001,true
How to Fight a Girl,THOMAS ROCKWELL,440401119,true
Romantic Obsessions and Humiliations of Annie Sehlmeier,Louise Plummer,440203155,true
Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,812565959,true
Magic Casement (Man of His Word),Dave Duncan,034536628X,true
"Tantras (Forgotten Realms:  Avatar Trilogy, Book 2)",Richard Awlinson,880387483,true
"Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One)",Scott Ciencin,880387300,true
The Night Crew,John Sandford,425163385,true
CSI: Sin City,Max Allan Collins,743444051,true
Blackmantle (Keltiad),Patricia Kennealy-Morrison,61056103,true
The Blue Nowhere : A Novel,Jeffery Deaver,671042262,true
Sudden Prey,John Sandford,425157539,true
Always a Thief,Kay Hooper,553585681,true
Once a Thief,Kay Hooper,553585118,true
A Thousand Words for Stranger (Daw Book Collectors),Julie E. Czerneda,886777690,true
Deck the Halls,Mary Higgins Clark,743212002,true
"Der Mann, der's wert ist.",Eva Heller,3426650754,true
Come Home Forever,Jan McDaniel,1854877178,true
The Renegades: Cole (Renegades),Genell Dellin,380803526,true
Christmas Miracles,Betty Neels,373152655,true
Fires in the Mist,Barbara Dolan,451404033,true
Return to Love (Arabesque),Viveca Carlysle,1583140352,true
The Marriage Plan,Judy Jackson,1854879073,true
The Eagle and the Dove,Lewis Orde,821728326,true
The Donovan Legacy,Nora Roberts,037348397X,true
"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Beatrice Sparks,380773155,true
Die Nadel,Ken Follett,3404100263,true
A Year in Provence,Peter Mayle,679731148,true
Deus Irae,Philip Kindred Dick,2070417700,true
Le Vieil Homme et la Mer,Ernest Hemingway,2070360075,true
The Big Picture,Douglas Kennedy,786889373,true
Radio libre Albemuth,Philip Kindred Dick,2207245810,true
Siva,Philip K. Dick,2207250474,true
Dr. Bloodmoney,Philip K. Dick,2290331406,true
L'oeil de la sibylle,Dick,2070426815,true
A rebrousse-temps,Philip K. Dick,2290305251,true
La Perle,John Steinbeck,2070364283,true
Le Meilleur des mondes,Aldous Huxley,2266128566,true
Histoires Extraordinaires,Edgar Allan Poe,2070363104,true
VÃ?Â©ronika dÃ?Â©cide de mourir,Paulo Coelho,2253152277,true
La Maison des feuilles,Mark Z. Danielewski,2207252000,true
Risque mortel,Robin Cook,2253170453,true
"Balade au bout du monde, tome 4 : La pierre de folie",Laurent Vicomte,2723409821,true
"Le Guide galactique, tome 1",Jean Bonnefoy,2070415686,true
La porte obscure,Philip K. (Philip Kindred) Dick,2258036992,true
"Nouvelles : tome 2, 1953-1981",Philip Kindred Dick,2207251756,true
La Nuit Des Temps,Rene Barjavel,2266000489,true
LA Peste (Folio Series: No. 42),Albert Camus,2070360423,true
Bears in the Night (Bright &amp; Early Books),Stan Berenstain,394822862,true
A First Book of Shapes (Preschool Dinosaur Playhouse),A. J. Wood,874493803,true
Edgar the Lion Who Would Be a Good King,Sunny Griffin,1569870942,true
The Not-So-Perfect Picnic,Disney Enterprises Inc,1579730272,true
Peters Welcom Tell a Tale Book,Maida Silverman,307177092,true
Guerre De Troie N'Aura Pas Lieu,Jean Giraudoux,2253004898,true
Miro (Famous Artists),Nicholas Ross,812094271,true
The Indian in the Cupboard,Lynne Reid Banks,380600129,true
The Time Machine and the Invisible Man,H. G. Wells,451522389,true
Sworn to Defend,Carolyn Wheat,425169324,true
What You Wish for,Fern Michaels,082176828X,true
When the Wind Blows,James Patterson,316693324,true
Hyperion,DAN SIMMONS,553283685,true
Dad Alert! (Orchard Red Apple S.),Ros Stanley,1841215457,true
"No Survivors (Nightmare Room Thrillogy, 3)",R. L. Stine,64410358,true
Whizzard (Tales of the Dark Forest S.),Steve Barlow,7108648,true
Circle of Three #3: Second Sight (Circle of Three),Isobel Bird,64472930,true
The Capture (Animorphs (Paperback Numbered)),Katherine Applegate,590629824,true
Pet Sematary,Stephen King,743412273,true
Lazarillo De Tormes (Biblioteca Didactica Anaya),Anonimo,8420725927,true
The Second Rumpole Omnibus (Crime Monthly),John Mortimer,140089586,true
Johnny Long Legs (Matt Christopher Sports Classics),Matthew F Christopher,316140651,true
Full House,Janet Evanovich,1559277785,true
Witching Hour (Lives of the Mayfair Witches),Anne Rice,345367898,true
Including Students with Special Needs: A Practical Guide for Classroom Teachers,Marilyn Penovich Friend,205280854,true
"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,553110721,true
Sailing on the Ice: And Other Stories from the Old Squire's Farm,C. A. Stephens,1558534245,true
"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,553580272,true
Bertha Lum (American Printmakers),Mary Evans O'Keefe Gravalos,1560980087,true
Where the Suckers Moon: An Advertising Story,Randall Rothenberg,679412271,true
The Rocky Mountain Wonderland,Enos A. Mills,803281730,true
First King of Shannara,Terry Brooks,345396529,true
Me and My Little Brain,JOHN FITZGERALD,440455332,true
The Swan: A Novel,Sebastiano Vassalli,1860462995,true
Asylum,Patrick McGrath,679452281,true
Swimmer in the Secret Sea: Novella,William Kotzwinkle,811807150,true
And the Sea Will Tell,Vincent Bugliosi,393029190,true
Fishboy: A Ghost's Story,Mark Richard,385425686,true
Popcorn,Ben Elton,312169655,true
All New Great American Favorite Brand Name Cookbook,Ltd Editorial Staff Publication International,785324712,true
The Sparrow,MARY DORIA RUSSELL,449912558,true
Glad Rags,MacDonald Harris,934257345,true
Slightly  Chipped: Footnotes in Booklore,Lawrence Goldstone,312205872,true
"The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life",Leslie Land,670867144,true
"The Word \Desire\""""",Rikki Ducornet,805051732,true
Les Miserables,VICTOR HUGO,449300021,true
Before I Say Good-Bye : A Novel,Mary Higgins Clark,684835983,true
Summer Sisters,Judy Blume,440226430,true
Look at Me,Jennifer Egan,385721358,true
I Capture the Castle,Dodie Smith,031231616X,true
PowerPoint 2000 for Windows for Dummies,Doug  Lowe,764504509,true
What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,089480829X,true
Babyville,JANE GREEN,767912233,true
On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .),Gary Ezzo,971453217,true
"On Becoming Baby Wise: The Classic Reference Guide Used by Over 1,000,000 Parents Worldwide",Gary Ezzo,971453209,true
Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>,Dennis Rainey,785268030,true
The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,David Gardner,743201736,true
What to Expect the First Year,Arlene Eisenberg,894805770,true
Snow Queen,Joan D. Vinge,440177499,true
Tea with the Black Dragon,R. A. MacAvoy,553232053,true
Tattoo Girl,Brooke Stevens,312269102,true
The Alchemist: A Fable About Following Your Dream,Paulo Coelho,62502174,true
Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,688177751,true
Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,345438329,true
Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,345401123,true
"Use What You've Got, and Other Business Lessons I Learned from My Mom",Barbara Corcoran,1593160151,true
Nina: Adolescence,Amy Hassinger,1593160127,true
Fear of Flying,Erica Jong,451209435,true
Diamond Spur,Diana Palmer,1551669501,true
The Reader,Bernhard Schlink,375707972,true
The Silmarillion,J.R.R. Tolkien,618126988,true
The Torn Skirt,Rebecca Godfrey,60094850,true
There's a Spiritual Solution to Every Problem,Wayne W. Dyer,60192305,true
The Florabama Ladies' Auxiliary &amp; Sewing Circle,Lois Battle,142000361,true
Howl and Other Poems (Pocket Poets),Allen Ginsberg,872860175,true
"Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism)",Mary Wollstonecraft Shelley,031219126X,true
Short Stories of Ernest Hemingway (A Scribner classic),Ernest Hemingway,20518609,true
Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,345446860,true
To Kill a Mockingbird,Harper Lee,446310492,true
Birds Bees And Babies 1994,Nora Roberts,037348285X,true
The Cat Who Played Brahms,Lilian Jackson Braun,515090506,true
Black Notice,Patricia Daniels Cornwell,399145087,true
Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,812590244,true
Totally Useless Office Skills: 75 Great Ways to Play at Work,Rick Davis,963641328,true
Catechism of the Catholic Church,Catholic Church,1574551108,true
Father McBride's Family Catechism: Based on the Catechism of the Catholic Church,Alfred McBride,879739304,true
The Missionary's Catechism,Russell L. Ford,965712516,true
The Enthusiasms of Roberston Davies,Robertson Davies,670829943,true
As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,60192119,true
Something Under the Bed Is Drooling,Bill Watterson,836218256,true
The War Against Population: The Economics and Ideology of Population Control,Jacqueline Kasun,898707129,true
Mere Christianity,C. S. Lewis,805420460,true
Haroun and the Sea of Stories,Salman Rushdie,140140352,true
"Wedding Day Murder: A Lucy Stone Mystery (Meier, Leslie. Lucy Stone Mystery.)",Leslie Meier,1575666529,true
One for the Money (A Stephanie Plum Novel),Janet Evanovich,312990456,true
The Complete Book of Food Counts (Complete Book of Food Counts),Corinne T. Netzer,440221102,true
The Beach House,James Patterson,316969680,true
Bar sport duemila (I narratori/Feltrinelli),Stefano Benni,8807015293,true
Senza Sangue,Alessandro Baricco,881787017X,true
Superior Women,Alice Adams,449207463,true
The BOOK OF BEBB,Frederick Buechner,689109865,true
Homo Faber,Max Frisch,3518368540,true
Mason &amp; Dixon,Thomas Pynchon,312423209,true
Vineland,Thomas Pynchon,141180633,true
Gravity's Rainbow,Thomas Pynchon,140283382,true
The Book of Illusions (Thorndike Americana),Paul Auster,786248688,true
Maiden of the Mist: A Legend of Niagara Falls,Veronika Martenova Charles,773762078,true
Self analysis: A simple self-help volume of tests and techniques based on the discoveries contained in dianetics,L. Ron Hubbard,884041093,true
Self Analysis,Ron L. Hubbard,884040801,true
Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,786887842,true
Rain Uk,Stephen Gallagher,450542912,true
Kidnapped and Catriona (World Classics),Robert Louis Stevenson,192817264,true
Shes Leaving Home,Edwina Currie,751522732,true
South Seas Myths and Legends (Myths and Legends Series),Donald A. Mackenzie,91850401,true
"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1853260312,true
Cider With Rosie,Laurie Lee,140016821,true
"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,440418569,true
Darkness,Sam Siciliano,786014210,true
Forever Peace (Remembering Tomorrow),Joe Haldeman,441005667,true
Battle Cry,Leon Uris,553259830,true
The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,312965338,true
"Climbing Mt. Shasta: Route 1, Avalanche Gulch",Steve Lewis,1888740051,true
Fighter: The True Story of the Battle of Britain,Len Deighton,61008028,true
Never Act Your Age: Play the Happy Childlike Role Well at Every Age,Dale L. Anderson,1931646384,true
Lord of the Flies,William Gerald Golding,399501487,true
The Biograph Girl,William J. Mann,157566559X,true
Sofies Welt,Jostein Gaarder,3423125551,true
Dead Ringer,Lisa Scottoline,60514949,true
"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,425188361,true
The Book of Shadows: A Novel,James Reese,66210151,true
The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,395177111,true
Blackwood Farm (The Vampire Chronicles),Anne Rice,375411992,true
Judge Judy Sheindlin's Win or Lose by How You Choose,Judge Judy Sheindlin,60287802,true
Vishnus Tod.,Manil Suri,3442730066,true
Plays by and about Women,VICTORIA SULLIVAN,394718968,true
The New Oxford Book of Light Verse (Oxford paperbacks),Kingsley Amis,192820753,true
AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER,Dale Cooper,671744003,true
Die Zauberfrau.,Hera Lind,3596129389,true
The Graywolf Annual Two : Short Stories by Women (Graywolf Annual),Scott Walker,915308789,true
Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.,Catherine Clement,3423620196,true
The Blackwater Lightship: A Novel,Colm Toibin,743203313,true
Atlantis Found,Clive Cussler,425177173,true
Primary Target,Joe Weber,425172554,true
The Partner,John Grisham,440224764,true
The Alienist,Caleb Carr,553572997,true
Manifold: Time (Manifold (Paperback)),Stephen Baxter,034543076X,true
Notes from a Small Island,Bill Bryson,380727501,true
Dry : A Memoir,Augusten Burroughs,312423799,true
Welcome to Higby : A Novel,Mark Dunn,743249887,true
The Wooden Nickel: A Novel,William Carpenter,316089745,true
The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,037542217X,true
The Redemption of Althalus,David Eddings,345440773,true
Harvest,BELVA PLAIN,440208912,true
"Red, White and Blue : A Novel",Susan Isaacs,61093106,true
Engaging The Enemy,Nora Roberts,373218192,true
Holding the Dream (Dream Trilogy),Nora Roberts,515120006,true
The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,515127396,true
The Syndrome : A Thriller,John Case,345433084,true
Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,345416260,true
Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,385494785,true
Into the Wild,Jon Krakauer,385486804,true
The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,385512104,true
Baby B,Michael Ryan,1555973981,true
Material Witness,Robert K. Tanenbaum,451180208,true
Great Bike Rides in and Around Winston-Salem,Judi Lawson Wallace,089587198X,true
Metaphysical Lyrics Poems 17 Cen,Grierson,198811020,true
World According to Garp: A Novel,John Irving,525237704,true
Eat Right for Your Type,Peter J. D'Adamo,039914255X,true
Dancing at the Victory Cafe: A Novel with Recipes,Helene Wiggin,340649763,true
The Brethren,John Grisham,440236673,true
Sliver: A Novel,Ira Levin,553295071,true
The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,316291161,true
If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,449208397,true
The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp; Sam Sawnoff (New York Review Children's Collection),Norman Lindsay,1590171012,true
The Sewing Circles of Herat : A Personal Voyage Through Afghanistan,Christina Lamb,60505273,true
Jurassic Park/Congo,Crichton Michael,752999958,true
Setting Out on the Voyage: The World of an Incorrigible Adventurer,Nancy Creagh Phelan,702229962,true
The Law of Similars,CHRIS BOHJALIAN,679771476,true
People of the Lie,M. Scott Peck,684848597,true
The Far Pavilions,M. M. Kaye,031215125X,true
Walk Two Moons,Sharon Creech,64405176,true
Ramses the Son of Light,Christian Jacq,684821192,true
